Id,Predicted price,Actual price
2065,3106830.12,3160000.0
2066,3627731.32,3550000.0
2067,1186761.26,1075000.0
2068,2210698.6,2049999.9999999998
2069,1897587.18,1895000.0
2070,3210458.04,3000000.0
2071,3819109.92,4000000.0
2072,2101512.19,1950000.0
2073,1392590.17,1385000.0
2074,842147.59,800000.0
2075,1941614.87,2100000.0
2076,3347016.57,3300000.0
2077,1368127.11,1475000.0
2078,3533743.86,3325000.0
2079,1422940.85,1425000.0
2080,4000213.62,4099999.9999999995
2081,1288989.19,1420000.0
2082,1282629.25,1295000.0
2083,4602365.49,4895000.0
2084,1653164.63,1675000.0
2085,1535212.52,1595000.0
2086,1737280.73,1750000.0
2087,3834927.32,3865000.0
2088,2268410.21,2300000.0
2089,1162154.44,1150000.0
2090,2720581.05,3200000.0
2091,2271901.37,2350000.0
2092,2336452.72,2325000.0
2093,1602485.3,1565000.0
2094,2141700.74,2150000.0
2095,2860581.16,3015000.0
2096,1047568.2,1060000.0
2097,1409276.6,1400000.0
2098,2276055.81,2220000.0
2099,1614991.31,1650000.0
2100,773294.15,805000.0
2101,890211.64,820000.0
2102,1951130.27,1900000.0
2103,1241916.78,1260000.0
2104,2515463.35,2430000.0
2105,4710912.7,5425000.0
2106,1416489.36,1450000.0
2107,1826818.7,1800000.0
2108,1020813.11,1095000.0
2109,2701110.36,2800000.0
2110,3460395.57,3420000.0
2111,1423446.89,1370000.0
2112,939955.53,925000.0
2113,1142034.53,1240000.0
2114,2545495.51,2710000.0
2115,871215.7,870000.0
2116,1032780.77,1030000.0
2117,2828593.49,3200000.0
2118,1031469.11,1125000.0
2119,3356673.48,3380000.0
2120,2800124.65,2850000.0
2121,1842971.8,1850000.0
2122,2268410.21,2305000.0
2123,2861825.23,2800000.0
2124,1311959.98,1405000.0
2125,5089993.0,5200000.0
2126,1638397.34,1500000.0
2127,2739014.86,2725000.0
2128,2219369.17,2300000.0
2129,4138495.92,4350000.0
2130,1804565.67,1695000.0
2131,2073233.37,2000000.0
2132,2078379.63,1960000.0
2133,1309295.89,1315000.0
2134,2397685.05,2410000.0
2135,1687247.99,1595000.0
2136,1822932.6,1915000.0
2137,4239113.81,4250000.0
2138,1363222.84,1350000.0
2139,8727796.55,8600000.0
2140,2937814.0,2900000.0
2141,3685949.8,4350000.0
2142,4768242.36,4700000.0
2143,870614.59,850000.0
2144,3585186.72,3695000.0
2145,2229828.83,2250000.0
2146,3395930.53,3200000.0
2147,642134.85,660000.0
2148,2132187.13,2150000.0
2149,2184499.26,2450000.0
2150,3245725.15,2950000.0
2151,1804313.66,1775000.0
2152,1718386.41,1720000.0
2153,1402412.18,1470000.0
2154,1385059.48,1395000.0
2155,752890.23,720000.0
2156,1200433.02,1300000.0
2157,1495911.12,1475000.0
2158,2066950.8,2095000.0000000002
2159,1040609.84,1115000.0
2160,4439001.56,4625000.0
2161,7832306.86,8295000.0
2162,1059917.81,1120000.0
2163,1454518.8,1450000.0
2164,1278933.17,1260000.0
2165,1061153.53,1100000.0
2166,3241667.75,3100000.0
2167,3159435.99,3100000.0
2168,845259.96,870000.0
2169,2257335.66,2265000.0
2170,8441257.48,7900000.0
2171,2252034.9,2320000.0
2172,1661771.06,1575000.0
2173,5331437.11,4950000.0
2174,760231.97,795000.0
2175,1383865.48,1390000.0
2176,2348708.15,2550000.0
2177,6108326.44,5400000.0
2178,2672919.75,2830000.0
2179,4593025.21,4900000.0
2180,1509068.01,1440000.0
2181,1023811.46,1050000.0
2182,3218604.33,3060000.0
2183,4835862.16,5000000.0
2184,2477357.39,2500000.0
2185,1331370.83,1350000.0
2186,3551472.9,3550000.0
2187,1415451.88,1395000.0
2188,989808.74,950000.0
2189,1228017.69,1310000.0
2190,1934628.61,1900000.0
2191,1701496.72,1725000.0
2192,2982668.64,3025000.0
2193,1948259.12,1950000.0
2194,1222566.37,1150000.0
2195,1097670.79,1150000.0
2196,2079916.48,2095000.0000000002
2197,2244667.05,2150000.0
2198,876410.54,870000.0
2199,1409955.74,1510000.0
2200,3042579.65,3225000.0
2201,2075686.69,2000000.0
2202,2118510.72,2100000.0
